stage,epoch,train_loss,validation_macro_MAPE,seed
teacher,41,0.008858526963740588,1.4457976887357114,52
teacher,42,0.009205380361527205,1.3725447721349784,52
teacher,43,0.008057676814496517,1.3176832160568546,52
teacher,44,0.008615183923393489,1.438175627872471,52
teacher,45,0.008773403242230415,1.3092758084331573,52
teacher,46,0.008520498126745223,1.4270949806387432,52
teacher,47,0.00843938160687685,1.2559472181559523,52
teacher,48,0.007573060505092144,1.3819085678809127,52
teacher,49,0.008713915385305882,1.4037715047333632,52
teacher,50,0.008494354970753192,1.3596419538925955,52
teacher,51,0.007546181883662939,1.296751276160286,52
teacher,52,0.00801170924678445,1.4074313061147405,52
teacher,53,0.00828450545668602,1.289271364045712,52
teacher,54,0.00785513361915946,1.3570616024134854,52
teacher,55,0.008118941448628902,1.226793989553229,52
teacher,56,0.007491848990321159,1.4653990568935746,52
teacher,57,0.0076173821464180945,1.2276004382707129,52
teacher,58,0.007631109561771154,1.524204137951462,52
teacher,59,0.008014169801026583,1.2730579493843872,52
teacher,60,0.0075723378919065,1.2972985817633609,52
teacher,61,0.008054146636277437,1.3263017399492174,52
teacher,62,0.007592426333576441,1.2813103620683024,52
teacher,63,0.0070772992447018625,1.263147898922727,52
teacher,64,0.006845492217689752,1.2719855487749823,52
teacher,65,0.00697695454582572,1.40137221795639,52
teacher,66,0.007070020213723183,1.4365793908926996,52
teacher,67,0.007066711131483316,1.2595129496388817,52
teacher,68,0.006456983648240567,1.3792008849129704,52
teacher,69,0.006839304603636265,1.3494256181799669,52
teacher,70,0.006672352924942971,1.2805284464476028,52
teacher,71,0.00680906418710947,1.2073223300223996,52
teacher,72,0.007481915690004825,1.2948679475737512,52
teacher,73,0.0063992711715400215,1.2462539318507684,52
teacher,74,0.008228463027626276,1.4378976699510813,52
teacher,75,0.00787209691479802,1.3535312116119296,52
teacher,76,0.0074717337265610695,1.430274205974199,52
teacher,77,0.0068673184141516685,1.2528069990138357,52
teacher,78,0.007494108099490404,1.3900777775579858,52
teacher,79,0.007374374382197857,1.3077505162207246,52
teacher,80,0.005967091396450996,1.3606735001281742,52
teacher,81,0.006567348446696997,1.1987864821694147,52
teacher,82,0.006636995449662208,1.4267778646076796,52
teacher,83,0.006893373001366854,1.3232864373116398,52
teacher,84,0.0066295240074396135,1.308205718557708,52
teacher,85,0.006752133276313544,1.2733810894527418,52
teacher,86,0.0059333743527531626,1.3032932248167397,52
teacher,87,0.0066367658786475655,1.3371075348229837,52
teacher,88,0.006275746412575245,1.2902086352902185,52
teacher,89,0.00596470246091485,1.3397165856498883,52
teacher,90,0.006405164487659931,1.219387020847626,52
teacher,91,0.0066432136110961435,1.3693997212565878,52
teacher,92,0.006486574374139309,1.3048224668883321,52
teacher,93,0.006890207342803478,1.274891057055235,52
teacher,94,0.006312916334718466,1.2896889922192951,52
teacher,95,0.0064462459646165374,1.375988980736886,52
teacher,96,0.0070323004387319085,1.2585481585699,52
teacher,97,0.006521549634635448,1.3263459750081523,52
teacher,98,0.006585842929780483,1.2558764875669317,52
teacher,99,0.005799084063619375,1.3724972510390039,52
teacher,100,0.005669131223112345,1.211216631614207,52
teacher,101,0.005851987190544606,1.3370231749077306,52
teacher,102,0.006069731153547764,1.2589654412836198,52
teacher,103,0.006989308819174767,1.2732185501239504,52
teacher,104,0.0060572057031095024,1.424244204485579,52
teacher,105,0.0062128441408276554,1.2224798137584891,52
teacher,106,0.006498343963176012,1.3713993182556734,52
teacher,107,0.006039921846240759,1.2860670499410076,52
teacher,108,0.0056275962851941586,1.2415867621154004,52
teacher,109,0.006418946664780378,1.3827827092496636,52
teacher,110,0.00647966954857111,1.2070273794754012,52
teacher,111,0.006414668634533882,1.3127278705788203,52
teacher,112,0.0066864614374935625,1.217922466483751,52
teacher,113,0.006548711284995079,1.3111745336701417,52
teacher,114,0.006485879048705101,1.266096362004012,52
teacher,115,0.006520915869623422,1.3090072031677236,52
teacher,116,0.005949384626001119,1.2651842557835697,52
teacher,117,0.006364096608012915,1.3954316671097575,52
teacher,118,0.005800739489495754,1.289827978103976,52
teacher,119,0.006073506642132997,1.3186018634811214,52
teacher,120,0.005564932618290186,1.2045092141592355,52
teacher,121,0.005599507503211499,1.3884250070270063,52
rollout,0,,2.454445605069913,52
rollout,1,0.29178860783576965,3.8041320515360146,52
rollout,2,0.2270728126168251,5.582631509426741,52
rollout,3,0.16763360798358917,7.080856922210138,52
rollout,4,0.12585613504052162,8.435348262467782,52
rollout,5,0.10206727683544159,9.846188102593018,52
rollout,6,0.08230948634445667,11.033254845897574,52
rollout,7,0.07193698734045029,11.564989950072158,52
rollout,8,0.06921322084963322,11.519325209891619,52
rollout,9,0.05653108097612858,11.435997170081084,52
rollout,10,0.05599329620599747,11.307356111474691,52
rollout,11,0.05019177310168743,10.89437262991041,52
rollout,12,0.052356136962771416,10.267748370792422,52
rollout,13,0.04617445915937424,9.56014442157663,52
rollout,14,0.04698913358151913,8.977177281927796,52
rollout,15,0.04385418817400932,8.68003273315724,52
teacher,1,0.3542546808719635,6.82174424998122,62
teacher,2,0.23756968080997468,5.210290232638405,62
teacher,3,0.17284663915634155,4.492596978580127,62
teacher,4,0.1389406219124794,4.2182111653179,62
teacher,5,0.10585116893053055,3.791268024571107,62
teacher,6,0.08133281916379928,3.273763667266217,62
teacher,7,0.060724372416734694,3.105335006725598,62
teacher,8,0.0518411822617054,3.0029444840428727,62
teacher,9,0.04614821001887322,2.8542589601519204,62
teacher,10,0.04238583371043205,2.7246146663810205,62
teacher,11,0.03559515774250031,2.6895328483784557,62
teacher,12,0.03361379280686379,2.6513285918462732,62
teacher,13,0.02732464373111725,2.3573457855285103,62
teacher,14,0.02529540881514549,2.176950271381472,62
teacher,15,0.02125370129942894,2.0546315151177357,62
teacher,16,0.01963120177388191,2.055002552645685,62
teacher,17,0.017835381999611856,2.007032723682797,62
teacher,18,0.017528866603970527,1.8401732374892301,62
teacher,19,0.014757060445845127,1.909640661915463,62
teacher,20,0.016385336592793464,1.6561246437595338,62
teacher,21,0.01446002870798111,1.988942904532297,62
teacher,22,0.014245827309787273,1.8561551627255117,62
teacher,23,0.014727019518613816,2.058763463551214,62
teacher,24,0.013469083793461322,1.6415559661676213,62
teacher,25,0.012349267117679119,1.7985991906325776,62
teacher,26,0.011829206161201,1.5686831129253132,62
teacher,27,0.01248938888311386,1.5724368487555034,62
teacher,28,0.011432277038693428,1.7723100446704754,62
teacher,29,0.01130374651402235,1.518138241078293,62
teacher,30,0.011404511891305447,1.7162834685795152,62
teacher,31,0.011030180566012859,1.6663767904147622,62
teacher,32,0.01002540998160839,1.4346565073959057,62
teacher,33,0.011054653115570546,1.62784662721425,62
teacher,34,0.010845154896378517,1.4229837270060033,62
teacher,35,0.009594051353633403,1.4629243818815159,62
teacher,36,0.009716179128736258,1.4867413134316063,62
teacher,37,0.009097609855234622,1.5398800126111416,62
teacher,38,0.010280568711459636,1.533590246362024,62
teacher,39,0.009236247837543487,1.7353137169577848,62
teacher,40,0.010022510588169099,1.4320441492858862,62
teacher,41,0.00868786070495844,1.5966296135415692,62
teacher,42,0.008565662242472172,1.6515793806566268,62
teacher,43,0.008353578671813012,1.284668370640533,62
teacher,44,0.010118934977799653,1.5502948482024028,62
teacher,45,0.008477803505957126,1.395899337885334,62
teacher,46,0.009072453062981368,1.7350901114260524,62
teacher,47,0.008119397703558207,1.2700181348249555,62
teacher,48,0.009117640368640424,1.531022258732826,62
teacher,49,0.008669116534292698,1.4246898767259681,62
teacher,50,0.009875795617699624,1.6980183886769475,62
teacher,51,0.00911588929593563,1.4435936693651175,62
teacher,52,0.008819806389510632,1.4417215739882203,62
teacher,53,0.008400455955415964,1.5155597576956854,62
teacher,54,0.007642038725316524,1.5322434182232496,62
teacher,55,0.009570439718663693,1.4708405000187645,62
teacher,56,0.008796793408691883,1.4521639275894689,62
teacher,57,0.009103112295269966,1.4974902145071392,62
teacher,58,0.008233606815338135,1.4951458770366381,62
teacher,59,0.008028951287269593,1.202487357043761,62
teacher,60,0.008199492190033197,1.4356337079294175,62
teacher,61,0.00790673065930605,1.6423175526471858,62
teacher,62,0.007583922706544399,1.2916004246089796,62
teacher,63,0.007372024096548557,1.602783030040402,62
teacher,64,0.007909049466252326,1.2933066877977746,62
teacher,65,0.008456487022340298,1.5876687737242947,62
teacher,66,0.007684160862118006,1.4864187123464592,62
teacher,67,0.008115941379219293,1.7418437748748308,62
teacher,68,0.007373692840337754,1.3196458658128818,62
teacher,69,0.007469096314162016,1.3670768784068361,62
teacher,70,0.0072078024037182335,1.3448215808785455,62
teacher,71,0.007731235306710005,1.601770780000583,62
teacher,72,0.0071906142868101595,1.3251907792329443,62
teacher,73,0.0073274696245789524,1.5532310256805744,62
teacher,74,0.006897983700037002,1.4707559075582237,62
teacher,75,0.00782117983326316,1.417754846260907,62
teacher,76,0.007340211514383554,1.683567297833807,62
teacher,77,0.007219548895955085,1.4056245087803463,62
teacher,78,0.007555892970412969,1.5978307014057584,62
teacher,79,0.007306029088795185,1.4690842979905234,62
teacher,80,0.007871945016086101,1.3784799691099623,62
teacher,81,0.007460168283432722,1.3726287071823975,62
teacher,82,0.00765849556773901,1.5686303904359336,62
teacher,83,0.0073716632090508934,1.447715477247653,62
teacher,84,0.007684911414980888,1.5632066058877898,62
teacher,85,0.007353273686021566,1.4109414628370438,62
teacher,86,0.008083502948284148,1.4596607120842942,62
teacher,87,0.006652254331856966,1.525616816401207,62
teacher,88,0.007692414056509733,1.4764499947690557,62
teacher,89,0.007247462775558234,1.3378388060661444,62
teacher,90,0.006742614787071943,1.5053483855098668,62
teacher,91,0.0074034868739545345,1.477934027385175,62
teacher,92,0.006585131399333477,1.3574959170299536,62
teacher,93,0.006677575688809156,1.5349461769575292,62
teacher,94,0.00642408337444067,1.5455222467797647,62
teacher,95,0.006537091266363859,1.4994815554867826,62
teacher,96,0.0058202527463436125,1.3759955450170664,62
teacher,97,0.006201520841568708,1.519274326768981,62
teacher,98,0.007001390587538481,1.5516396506721235,62
teacher,99,0.0065636709332466125,1.35088480826217,62
rollout,0,,2.6632788937995984,62
rollout,1,0.2353387400507927,3.7499861184412278,62
rollout,2,0.1777343899011612,4.96788981652961,62
rollout,3,0.13420841470360756,6.265668384364754,62
rollout,4,0.10259292647242546,7.388591984527526,62
rollout,5,0.08733213320374489,8.179259726379927,62
rollout,6,0.06972615234553814,8.616375805820995,62
rollout,7,0.06150243245065212,8.807590328225855,62
rollout,8,0.05641352944076061,8.736678026438074,62
rollout,9,0.05528240464627743,8.459960272531324,62
rollout,10,0.05269630439579487,8.010893951240808,62
rollout,11,0.050839029252529144,7.467368105758542,62
rollout,12,0.04510498233139515,6.999016558264862,62
rollout,13,0.047911979258060455,6.730186423844785,62
rollout,14,0.044993799179792404,6.608293547648309,62
rollout,15,0.04283810593187809,6.5064439042571784,62
teacher,1,0.37912254929542544,7.5453944311232926,72
teacher,2,0.2472393184900284,6.132122884042179,72
teacher,3,0.18079070150852203,5.470246055454964,72
teacher,4,0.1423611581325531,4.649063801746203,72
teacher,5,0.113772214949131,3.920987623900303,72
teacher,6,0.08028574585914612,3.487334904800483,72
teacher,7,0.059936723113059996,3.5364844699786318,72
teacher,8,0.04942976459860802,3.2994100881738957,72
teacher,9,0.0458689421415329,2.9686663077763793,72
teacher,10,0.040771850198507306,2.5753215789208426,72
teacher,11,0.03095930851995945,2.336542512020075,72
teacher,12,0.029854900017380715,2.4947781789865724,72
teacher,13,0.02909225821495056,2.5037037468614463,72
teacher,14,0.02368815764784813,2.5341639291449374,72
teacher,15,0.02307878024876118,2.255920171512509,72
teacher,16,0.0205862183123827,2.137642319159213,72
teacher,17,0.019915178045630456,2.3523023613215495,72
teacher,18,0.01834622398018837,2.2897163413684583,72
teacher,19,0.018281754478812216,2.3131052283355276,72
teacher,20,0.016324741393327714,2.09184561159613,72
teacher,21,0.016534977219998838,1.820833130824994,72
teacher,22,0.01533484123647213,1.9137340615048255,72
teacher,23,0.014508149400353432,1.8716343162639908,72
teacher,24,0.014464180916547775,1.8720148317753509,72
teacher,25,0.013924479298293591,2.152869971971617,72
teacher,26,0.015548573993146419,1.7968493022699898,72
teacher,27,0.01199349220842123,2.1654467551818257,72
teacher,28,0.014382387697696685,1.6912285593074152,72
teacher,29,0.011974724382162094,1.8775567232094725,72
teacher,30,0.012091086618602276,1.7276554128856403,72
teacher,31,0.0116159463301301,1.967556072803292,72
teacher,32,0.013229250162839889,1.8031904088439097,72
teacher,33,0.011771324090659618,1.6026955487384544,72
teacher,34,0.011068552173674107,1.671105675323336,72
teacher,35,0.010411899536848068,1.6867488323121076,72
teacher,36,0.00977559620514512,1.6413204413103777,72
teacher,37,0.010772032104432583,1.5856373000547008,72
teacher,38,0.008921772241592407,1.4779421089669864,72
teacher,39,0.01026064995676279,1.614765159889728,72
teacher,40,0.01025589620694518,1.6113463084628799,72
teacher,41,0.010157819651067258,1.5631859421391674,72
teacher,42,0.008257094398140907,1.6551587993811925,72
teacher,43,0.009032967407256365,1.5308014426801928,72
teacher,44,0.008384304493665696,1.6823390285732407,72
teacher,45,0.009322320111095905,1.4167222382172842,72
teacher,46,0.008645831979811192,1.5621435534018673,72
teacher,47,0.009883539751172066,1.5667873869620594,72
teacher,48,0.008266214840114116,1.4773171904873104,72
teacher,49,0.00983121693134308,1.5710568521187542,72
teacher,50,0.008008974418044091,1.5237963341090757,72
teacher,51,0.009038094338029623,1.5751526564379603,72
teacher,52,0.009716025739908218,1.4697097322426396,72
teacher,53,0.008791830949485302,1.5396342778715935,72
teacher,54,0.009507418610155582,1.5638058493019478,72
teacher,55,0.008714628126472234,1.4037088508740427,72
teacher,56,0.007813240867108107,1.4682063437207142,72
teacher,57,0.007905727811157703,1.4377051886205399,72
teacher,58,0.00838153539225459,1.3870007979253551,72
teacher,59,0.00786038925871253,1.3094766136251146,72
teacher,60,0.007532390486449003,1.4702973922379496,72
teacher,61,0.00867251716554165,1.3279964547079373,72
teacher,62,0.008815982099622487,1.29666987922706,72
teacher,63,0.0077610955573618415,1.325357502616812,72
teacher,64,0.008217584248632193,1.3949015847629052,72
teacher,65,0.008659524656832219,1.2265009801286029,72
teacher,66,0.006644680723547935,1.3297604576649393,72
teacher,67,0.00854636887088418,1.29620576303299,72
teacher,68,0.008337502833455801,1.3231970231546546,72
teacher,69,0.007375084329396486,1.3838191017656152,72
teacher,70,0.0084035805426538,1.3764401819086163,72
teacher,71,0.00672016004100442,1.2988601069247168,72
teacher,72,0.006903882697224617,1.2336505072016204,72
teacher,73,0.006876786053180694,1.2447361568451607,72
teacher,74,0.007520674914121628,1.395513375040683,72
teacher,75,0.007321030274033547,1.3477889416475994,72
teacher,76,0.00731628555804491,1.3076326985367022,72
teacher,77,0.007147170137614012,1.302964458725336,72
teacher,78,0.007152028009295463,1.2764487092490022,72
teacher,79,0.007082091458141804,1.3449179774046343,72
teacher,80,0.006321347132325172,1.3643985865141277,72
teacher,81,0.007134139724075794,1.3296507273994305,72
teacher,82,0.00733128022402525,1.4538543605327239,72
teacher,83,0.006568279024213553,1.3981358449841341,72
teacher,84,0.0064239796251058575,1.3596508979826387,72
teacher,85,0.006830495875328779,1.2048085924894738,72
teacher,86,0.006706216651946306,1.3627916928732584,72
teacher,87,0.007075263001024723,1.2223739080766443,72
teacher,88,0.00648917043581605,1.345039501370287,72
teacher,89,0.007162915170192718,1.3525709772994075,72
teacher,90,0.007120386324822902,1.252593087440402,72
teacher,91,0.007429683487862349,1.2578638330428464,72
teacher,92,0.007080671843141317,1.3461610800244697,72
teacher,93,0.006383843999356031,1.4466414684210096,72
teacher,94,0.0069059963338077065,1.3408853687046187,72
teacher,95,0.0067928235977888106,1.3378586419861238,72
teacher,96,0.006906307954341173,1.4026806108320686,72
teacher,97,0.0063276135362684725,1.3256702818232817,72
teacher,98,0.006019845604896545,1.3064817457495335,72
teacher,99,0.006784585490822792,1.356234341728405,72
teacher,100,0.006043144594877958,1.3513010530320537,72
teacher,101,0.0067813158966600895,1.2048383948632528,72
teacher,102,0.006474689766764641,1.3513304303502445,72
teacher,103,0.007029011938720941,1.4505153937053494,72
teacher,104,0.007956252247095109,1.3244225651782604,72
teacher,105,0.006658095214515924,1.2339465289875393,72
teacher,106,0.0065496241673827175,1.3401923628993013,72
teacher,107,0.006428418774157762,1.3792993693665383,72
teacher,108,0.006376785971224308,1.3125677055372011,72
teacher,109,0.0065896865911781784,1.3956766878208453,72
teacher,110,0.007276767771691084,1.4812609710348041,72
teacher,111,0.005985806602984667,1.3270658628338476,72
teacher,112,0.0063437317498028275,1.4328360733512338,72
teacher,113,0.0062990420497953895,1.2456343008020572,72
teacher,114,0.006210821960121393,1.3176628008934377,72
teacher,115,0.005951354186981917,1.2290476403731616,72
teacher,116,0.005577681120485067,1.3855307980790619,72
teacher,117,0.006409009639173746,1.33553350346651,72
teacher,118,0.005966580286622047,1.3401854529696227,72
teacher,119,0.005779460165649652,1.3841396490452733,72
teacher,120,0.0057264846749603745,1.4037083461531905,72
teacher,121,0.005460223089903593,1.2832453208943797,72
teacher,122,0.005788156762719154,1.4110240373418588,72
teacher,123,0.005909949168562889,1.3318096532360566,72
teacher,124,0.006507362239062786,1.3023504258048149,72
teacher,125,0.006185486912727356,1.380117044825386,72
rollout,0,,2.7321127135919347,72
rollout,1,0.2955658435821533,3.639288681706148,72
rollout,2,0.22023435682058334,5.125833437692646,72
rollout,3,0.1598862260580063,6.50368886112347,72
rollout,4,0.11329539865255356,7.8083929802237755,72
rollout,5,0.08565984480082989,8.73474130416059,72
rollout,6,0.07716916501522064,9.26394193053006,72
rollout,7,0.06667356193065643,9.615081659640037,72
rollout,8,0.05894835852086544,9.605054026493885,72
rollout,9,0.053969696164131165,9.41894249494247,72
rollout,10,0.05037285014986992,9.082429972267052,72
rollout,11,0.04725659638643265,8.735284610575004,72
rollout,12,0.04867780581116676,8.427634904311141,72
rollout,13,0.04430915042757988,8.156251296801958,72
rollout,14,0.04578757658600807,7.907228794313248,72
rollout,15,0.04415090195834637,7.6736470103703525,72
teacher,1,0.42233052253723147,7.641789144331745,82
teacher,2,0.29050772190093993,5.973986133859627,82
teacher,3,0.20679057538509368,5.143709328994467,82
teacher,4,0.169273442029953,4.968640839913796,82
teacher,5,0.1402110278606415,4.349884654606777,82
teacher,6,0.10468420684337616,3.691633931907454,82
teacher,7,0.08820594847202301,3.2964980108933952,82
teacher,8,0.06897038370370864,3.0747481770230154,82
teacher,9,0.05660063400864601,3.171559674467554,82
teacher,10,0.05129130855202675,3.077524164481959,82
teacher,11,0.04396496117115021,2.949199361405885,82
teacher,12,0.04077790975570679,2.837785238092697,82
teacher,13,0.03623683974146843,2.6415206933130833,82
teacher,14,0.033002011477947235,2.5617869581851074,82
teacher,15,0.031257102638483046,2.5402357866404532,82
teacher,16,0.02731221690773964,2.272328475372666,82
teacher,17,0.02476012855768204,2.300883804216861,82
teacher,18,0.020861278846859933,2.0220637644140487,82
teacher,19,0.020687655732035636,2.3404724013075136,82
teacher,20,0.018269275315105915,2.085656272112261,82
teacher,21,0.018356162309646606,2.1251535375742416,82
teacher,22,0.018769729882478714,2.090252323882815,82
teacher,23,0.016933068446815015,1.9482437092916718,82
teacher,24,0.01648534890264273,1.876918268725938,82
teacher,25,0.016788400895893573,1.9305374839668268,82
teacher,26,0.01638459749519825,1.9964126150334387,82
teacher,27,0.015556400455534459,2.060158496373928,82
teacher,28,0.014270005002617835,1.9546033332198836,82
teacher,29,0.014271445199847221,2.143372218364218,82
teacher,30,0.013146012276411056,1.7097775517668667,82
teacher,31,0.013501484692096711,1.8442307465040706,82
teacher,32,0.01227948684245348,1.789625064445775,82
teacher,33,0.011416499875485897,1.963582679296368,82
teacher,34,0.011701381579041482,1.8356253213324885,82
teacher,35,0.012363803945481778,1.796389949524591,82
teacher,36,0.012690110504627228,1.686057820512723,82
teacher,37,0.011621612310409545,1.8704741535024816,82
teacher,38,0.011139408685266972,1.8029232926846248,82
teacher,39,0.010312428884208202,1.7085388056981516,82
teacher,40,0.009852606430649757,1.7944870030706563,82
teacher,41,0.010985740460455418,1.698924587060302,82
teacher,42,0.010623474977910519,1.7298943678167262,82
teacher,43,0.009194923471659422,1.6504999956265691,82
teacher,44,0.00993285160511732,1.75285347687009,82
teacher,45,0.01020053643733263,1.558023521312705,82
teacher,46,0.009529789350926876,1.764700012544298,82
teacher,47,0.00948514062911272,1.6103702037870589,82
teacher,48,0.011278618313372134,1.794508716900195,82
teacher,49,0.010305779799818993,1.5277093983524066,82
teacher,50,0.010466774366796017,1.7179224402243736,82
teacher,51,0.010693339258432388,1.5625100010185813,82
teacher,52,0.008990067802369595,1.620621742908667,82
teacher,53,0.009166303835809231,1.4567486764215374,82
teacher,54,0.008191776182502507,1.6092018550563947,82
teacher,55,0.009209469705820084,1.6697319313708805,82
teacher,56,0.008214901853352784,1.556326746704069,82
teacher,57,0.009051993489265442,1.5718402454876335,82
teacher,58,0.008813686575740576,1.5188509407778237,82
teacher,59,0.009461973235011101,1.5037762042995442,82
teacher,60,0.008164956886321306,1.5683471619349656,82
teacher,61,0.008485050685703755,1.4094126832852214,82
