model,split,target,MAPE,RMSE,NRMSE,R2,Q_monotonic_violations,Re_monotonic_violations,monotonic_steps_checked,Q_violation_rate,Re_violation_rate
PINNfeat_sparse_k_Re0_EaStress,val,Q,2.859099945457147,0.13341809095874943,0.1146991915351527,0.7827965816556166,5,18,54,0.09259259259259259,0.3333333333333333
PINNfeat_sparse_k_Re0_EaStress,val,Re,0.44776971363800644,0.14340974665984293,0.020648846471577165,0.9927544819048427,5,18,54,0.09259259259259259,0.3333333333333333
PINNfeat_sparse_k_Re0_EaStress,val,macro_avg,1.6534348295475767,0.13841391880929618,0.06767401900336494,0.8877755317802296,5,18,54,0.09259259259259259,0.3333333333333333
PINNfeat_sparse_k_Re0_EaStress,test,Q,4.511005166843235,0.15778972631372348,0.14152422326411218,0.6643516756657587,0,24,66,0.0,0.36363636363636365
PINNfeat_sparse_k_Re0_EaStress,test,Re,0.47447579015589714,0.1470485693980186,0.017949535085264683,0.9925174677007039,0,24,66,0.0,0.36363636363636365
PINNfeat_sparse_k_Re0_EaStress,test,macro_avg,2.492740478499566,0.15241914785587105,0.07973687917468843,0.8284345716832313,0,24,66,0.0,0.36363636363636365
PINNfeat_sparse_k_Re0_Q0_EaStress,val,Q,2.102741724117155,0.08034878151067777,0.06907564384300409,0.9212236552422564,6,19,54,0.1111111111111111,0.35185185185185186
PINNfeat_sparse_k_Re0_Q0_EaStress,val,Re,0.5533619360583389,0.21080854677451472,0.030353259517460672,0.9843437219669191,6,19,54,0.1111111111111111,0.35185185185185186
PINNfeat_sparse_k_Re0_Q0_EaStress,val,macro_avg,1.328051830087747,0.14557866414259624,0.04971445168023238,0.9527836886045877,6,19,54,0.1111111111111111,0.35185185185185186
PINNfeat_sparse_k_Re0_Q0_EaStress,test,Q,3.203837733117488,0.11389115181166641,0.10215085736159837,0.825133363946524,0,19,66,0.0,0.2878787878787879
PINNfeat_sparse_k_Re0_Q0_EaStress,test,Re,0.3638968591882518,0.11409115659962966,0.013926576643480897,0.9954956623443773,0,19,66,0.0,0.2878787878787879
PINNfeat_sparse_k_Re0_Q0_EaStress,test,macro_avg,1.7838672961528699,0.11399115420564804,0.05803871700253964,0.9103145131454506,0,19,66,0.0,0.2878787878787879
PINNfeat_sparse_k_Re0_Rct0_Q0_EaStress,val,Q,2.229393864419585,0.10182834640848798,0.08754157504541041,0.8734754927289727,0,13,54,0.0,0.24074074074074073
PINNfeat_sparse_k_Re0_Rct0_Q0_EaStress,val,Re,0.8024955586599596,0.258890125046477,0.0372762869848868,0.9763874359883338,0,13,54,0.0,0.24074074074074073
PINNfeat_sparse_k_Re0_Rct0_Q0_EaStress,val,macro_avg,1.5159447115397724,0.1803592357274825,0.062408931015148605,0.9249314643586533,0,13,54,0.0,0.24074074074074073
PINNfeat_sparse_k_Re0_Rct0_Q0_EaStress,test,Q,2.5874144713417597,0.10344924237769891,0.09278534303221526,0.8557281240928816,0,19,66,0.0,0.2878787878787879
PINNfeat_sparse_k_Re0_Rct0_Q0_EaStress,test,Re,0.6889884765709664,0.2643162518241993,0.03226385645283516,0.9758245400719693,0,19,66,0.0,0.2878787878787879
PINNfeat_sparse_k_Re0_Rct0_Q0_EaStress,test,macro_avg,1.638201473956363,0.18388274710094912,0.06252459974252521,0.9157763320824255,0,19,66,0.0,0.2878787878787879
PINNfeat_sparse_k_T_Re0_EaStress,val,Q,2.3118512102046487,0.10932650086871758,0.09398771847957124,0.8541561376485811,0,18,54,0.0,0.3333333333333333
PINNfeat_sparse_k_T_Re0_EaStress,val,Re,0.56230688085046,0.16685455629228088,0.024024547597437947,0.9901918230689185,0,18,54,0.0,0.3333333333333333
PINNfeat_sparse_k_T_Re0_EaStress,val,macro_avg,1.4370790455275544,0.13809052858049922,0.05900613303850459,0.9221739803587499,0,18,54,0.0,0.3333333333333333
PINNfeat_sparse_k_T_Re0_EaStress,test,Q,3.6275527981883973,0.14155590373580537,0.1269638375292315,0.7298636641872194,3,32,66,0.045454545454545456,0.48484848484848486
PINNfeat_sparse_k_T_Re0_EaStress,test,Re,0.557972834248965,0.16263576439029684,0.019852191963271322,0.9908470914411197,3,32,66,0.045454545454545456,0.48484848484848486
PINNfeat_sparse_k_T_Re0_EaStress,test,macro_avg,2.092762816218681,0.1520958340630511,0.0734080147462514,0.8603553778141695,3,32,66,0.045454545454545456,0.48484848484848486
PINNfeat_sparse_k_T_Re0_Q0_EaStress,val,Q,2.0274152553021665,0.0852538491169147,0.07329251646705405,0.9113119290052915,0,16,54,0.0,0.2962962962962963
PINNfeat_sparse_k_T_Re0_Q0_EaStress,val,Re,1.1954285211259388,0.3987086813096614,0.05740805406013705,0.943995424858127,0,16,54,0.0,0.2962962962962963
PINNfeat_sparse_k_T_Re0_Q0_EaStress,val,macro_avg,1.6114218882140525,0.24198126521328805,0.06535028526359554,0.9276536769317092,0,16,54,0.0,0.2962962962962963
PINNfeat_sparse_k_T_Re0_Q0_EaStress,test,Q,4.439290944785568,0.1741619547825611,0.15620875499444217,0.5910844128373304,0,13,66,0.0,0.19696969696969696
PINNfeat_sparse_k_T_Re0_Q0_EaStress,test,Re,0.6578055949731837,0.19003279970676062,0.023196419371795465,0.9875036236792072,0,13,66,0.0,0.19696969696969696
PINNfeat_sparse_k_T_Re0_Q0_EaStress,test,macro_avg,2.5485482698793755,0.18209737724466085,0.08970258718311883,0.7892940182582688,0,13,66,0.0,0.19696969696969696
