epoch,train_loss,validation_loss,learning_rate,seed
62,0.025805702432990074,0.03930265083909035,0.00035,42
63,0.029074717313051224,0.03410650044679642,0.00035,42
64,0.030015595257282257,0.03314827010035515,0.00035,42
65,0.03003185335546732,0.03363880142569542,0.00035,42
66,0.03022879920899868,0.033620383590459824,0.00035,42
67,0.03745693527162075,0.03512485697865486,0.00035,42
68,0.02676560077816248,0.03583937883377075,0.000175,42
69,0.031199095770716667,0.034750476479530334,0.000175,42
70,0.026673869229853153,0.03390229120850563,0.000175,42
71,0.03276385460048914,0.03233201429247856,0.000175,42
72,0.029888425022363663,0.030437661334872246,0.000175,42
73,0.033682817593216896,0.0281731765717268,0.000175,42
74,0.02678406424820423,0.027182335034012794,0.000175,42
75,0.025290480814874172,0.028424357995390892,0.000175,42
76,0.02560357376933098,0.030923988670110703,0.000175,42
77,0.028382692486047745,0.033384256064891815,0.000175,42
78,0.025530563667416573,0.034658148884773254,0.000175,42
79,0.02772336360067129,0.03515120968222618,0.000175,42
80,0.030841853469610214,0.034325066953897476,0.000175,42
81,0.03448970802128315,0.034135594964027405,0.000175,42
82,0.032469624653458595,0.03295750543475151,0.000175,42
83,0.02852916717529297,0.03156104311347008,0.000175,42
84,0.029094627127051353,0.03183702751994133,0.000175,42
85,0.025071559473872185,0.0364694707095623,8.75e-05,42
86,0.026848921552300453,0.03905404731631279,8.75e-05,42
87,0.029703553766012192,0.04034750536084175,8.75e-05,42
88,0.0275810519233346,0.03936805576086044,8.75e-05,42
89,0.027406085282564163,0.03937559574842453,8.75e-05,42
90,0.023514320142567158,0.037915490567684174,8.75e-05,42
91,0.027388560585677624,0.036585696041584015,8.75e-05,42
92,0.024774206802248955,0.03643675521016121,8.75e-05,42
93,0.02806546725332737,0.03465135022997856,8.75e-05,42
94,0.025133268907666206,0.0337703675031662,8.75e-05,42
95,0.02851493377238512,0.03368058428168297,8.75e-05,42
96,0.023194506764411926,0.03316428139805794,4.375e-05,42
97,0.026395256631076336,0.03463970869779587,4.375e-05,42
98,0.023452991619706154,0.0345543809235096,4.375e-05,42
99,0.02532370388507843,0.03443705290555954,4.375e-05,42
100,0.02449167612940073,0.034376781433820724,4.375e-05,42
101,0.0293072909116745,0.03387054055929184,4.375e-05,42
102,0.0290355421602726,0.033969372510910034,4.375e-05,42
103,0.025553428567945957,0.03393884003162384,4.375e-05,42
104,0.028727014549076557,0.03171534836292267,4.375e-05,42
105,0.02420142013579607,0.03211101144552231,4.375e-05,42
106,0.025246077217161655,0.032675594091415405,4.375e-05,42
107,0.029125391505658627,0.03283514454960823,2.1875e-05,42
108,0.02760465070605278,0.03229977935552597,2.1875e-05,42
109,0.0262911394238472,0.03289097547531128,2.1875e-05,42
1,0.8494569361209869,0.7009190320968628,0.0007,52
2,0.21630439907312393,0.5366999506950378,0.0007,52
3,0.17926987260580063,0.46532052755355835,0.0007,52
4,0.1342034563422203,0.44429489970207214,0.0007,52
5,0.11563564091920853,0.4148181974887848,0.0007,52
6,0.0979999490082264,0.35734573006629944,0.0007,52
7,0.10062792524695396,0.2907852530479431,0.0007,52
8,0.07836233824491501,0.29936715960502625,0.0007,52
9,0.0588672049343586,0.2700217664241791,0.0007,52
10,0.05609498172998428,0.2499772161245346,0.0007,52
11,0.060117101296782494,0.24681241810321808,0.0007,52
12,0.05132351629436016,0.24036723375320435,0.0007,52
13,0.05164083279669285,0.19786106050014496,0.0007,52
14,0.05149157904088497,0.1704673022031784,0.0007,52
15,0.05471529997885227,0.18560254573822021,0.0007,52
16,0.05509060434997082,0.19457437098026276,0.0007,52
17,0.05118965357542038,0.22040314972400665,0.0007,52
18,0.04807594418525696,0.2144138067960739,0.0007,52
19,0.04380101338028908,0.19665636122226715,0.0007,52
20,0.04139489866793156,0.1862599402666092,0.0007,52
21,0.041395124047994614,0.1653769612312317,0.0007,52
22,0.04263449087738991,0.15313711762428284,0.0007,52
23,0.05252973921597004,0.15280652046203613,0.0007,52
24,0.036336254328489304,0.16952304542064667,0.0007,52
25,0.03763696365058422,0.16385309398174286,0.0007,52
26,0.03795198164880276,0.14827197790145874,0.0007,52
27,0.0359693244099617,0.1444917917251587,0.0007,52
28,0.03760217875242233,0.14759117364883423,0.0007,52
29,0.03622373007237911,0.14962606132030487,0.0007,52
30,0.04412459395825863,0.15451675653457642,0.0007,52
31,0.03680796921253204,0.1536463052034378,0.0007,52
32,0.04892816860228777,0.1308542639017105,0.0007,52
33,0.03580683656036854,0.11417040228843689,0.0007,52
34,0.044637102633714676,0.11069227755069733,0.0007,52
35,0.034429977647960186,0.1457967311143875,0.0007,52
36,0.038233378902077675,0.15747755765914917,0.0007,52
37,0.04143158346414566,0.13342900574207306,0.0007,52
38,0.03864017874002457,0.12176632136106491,0.0007,52
39,0.043053289875388145,0.12841273844242096,0.0007,52
40,0.03825729340314865,0.152157261967659,0.0007,52
41,0.0400145947933197,0.15172111988067627,0.0007,52
42,0.03684693016111851,0.12286348640918732,0.0007,52
43,0.035026117227971554,0.10513614863157272,0.0007,52
44,0.03910577483475208,0.10989418625831604,0.0007,52
45,0.03910352475941181,0.12946313619613647,0.0007,52
46,0.03219827264547348,0.16195693612098694,0.0007,52
47,0.039254773408174515,0.18008677661418915,0.0007,52
48,0.035052526742219925,0.1537373661994934,0.0007,52
49,0.041142240166664124,0.1311173290014267,0.0007,52
50,0.027556022629141808,0.13612185418605804,0.0007,52
51,0.03015961218625307,0.15130440890789032,0.0007,52
52,0.025373496115207672,0.15900205075740814,0.0007,52
53,0.026966853067278862,0.15335899591445923,0.0007,52
54,0.031581741757690907,0.14108742773532867,0.00035,52
55,0.03908214718103409,0.1341497302055359,0.00035,52
56,0.028933044523000717,0.12044134736061096,0.00035,52
57,0.026859833858907223,0.11219672858715057,0.00035,52
58,0.04743194952607155,0.11449996381998062,0.00035,52
59,0.030791806057095528,0.11805462837219238,0.00035,52
60,0.032702842727303505,0.12458930909633636,0.00035,52
61,0.029654551297426224,0.12465392053127289,0.00035,52
62,0.03493471443653107,0.12131642550230026,0.00035,52
63,0.027124829590320587,0.12158502638339996,0.00035,52
64,0.024364729411900043,0.12445095181465149,0.00035,52
65,0.02568031009286642,0.12051647901535034,0.000175,52
66,0.033147591166198254,0.11737502366304398,0.000175,52
67,0.0293422257527709,0.11895916610956192,0.000175,52
68,0.03297348413616419,0.12295544892549515,0.000175,52
69,0.028112130239605904,0.12202516198158264,0.000175,52
70,0.026035630144178867,0.12225255370140076,0.000175,52
71,0.03460212517529726,0.12199562788009644,0.000175,52
72,0.025908546522259712,0.12188948690891266,0.000175,52
73,0.022977729327976704,0.11873020231723785,0.000175,52
74,0.026488707400858402,0.1172972097992897,0.000175,52
75,0.02675412129610777,0.11918378621339798,0.000175,52
76,0.03117904532700777,0.11713601648807526,8.75e-05,52
77,0.02811544481664896,0.11608356237411499,8.75e-05,52
78,0.02477207314223051,0.11371421068906784,8.75e-05,52
1,1.9167641997337341,0.8478817939758301,0.0007,62
2,0.340348020195961,0.6213877201080322,0.0007,62
3,0.1899181678891182,0.42603734135627747,0.0007,62
4,0.17395170778036118,0.3974994421005249,0.0007,62
5,0.14252028614282608,0.3982080817222595,0.0007,62
6,0.10582416132092476,0.35870546102523804,0.0007,62
7,0.11686497181653976,0.2969842553138733,0.0007,62
8,0.09307248517870903,0.234470933675766,0.0007,62
9,0.07953765243291855,0.23464937508106232,0.0007,62
10,0.0716869942843914,0.23970438539981842,0.0007,62
11,0.05973812751471996,0.208658829331398,0.0007,62
12,0.06519025564193726,0.16651266813278198,0.0007,62
13,0.06594947353005409,0.1390387862920761,0.0007,62
14,0.05618228390812874,0.11034645140171051,0.0007,62
15,0.051161715760827065,0.0933554545044899,0.0007,62
16,0.04674959369003773,0.10291516780853271,0.0007,62
17,0.0561387799680233,0.11075248569250107,0.0007,62
18,0.0510273352265358,0.12614499032497406,0.0007,62
19,0.04660913161933422,0.12225281447172165,0.0007,62
20,0.050656408071517944,0.10794487595558167,0.0007,62
21,0.04083008132874966,0.08945605903863907,0.0007,62
22,0.044518355280160904,0.08530768752098083,0.0007,62
23,0.048860132694244385,0.0936533510684967,0.0007,62
24,0.05747506394982338,0.09311932325363159,0.0007,62
25,0.035367053002119064,0.10319371521472931,0.0007,62
26,0.03729105927050114,0.11161834746599197,0.0007,62
27,0.04149694927036762,0.09767971932888031,0.0007,62
28,0.05197685956954956,0.08069290220737457,0.0007,62
29,0.0456814207136631,0.07886122912168503,0.0007,62
30,0.03754614666104317,0.07107630372047424,0.0007,62
31,0.03510349988937378,0.0605124868452549,0.0007,62
32,0.045651113614439964,0.05307525768876076,0.0007,62
33,0.04109325632452965,0.06077226251363754,0.0007,62
34,0.032150743529200554,0.07856108993291855,0.0007,62
35,0.03785545751452446,0.08380025625228882,0.0007,62
36,0.029406702145934105,0.0780869796872139,0.0007,62
37,0.0347607247531414,0.0601031556725502,0.0007,62
38,0.030973234213888645,0.05677707493305206,0.0007,62
39,0.0450618751347065,0.06536472588777542,0.0007,62
40,0.029160305857658386,0.09745889157056808,0.0007,62
41,0.03442640230059624,0.09543459117412567,0.0007,62
42,0.036227522417902946,0.06909717619419098,0.0007,62
43,0.03650394827127457,0.06112021207809448,0.00035,62
44,0.03357985336333513,0.06053287535905838,0.00035,62
45,0.03275781683623791,0.06793614476919174,0.00035,62
46,0.02825398277491331,0.06849555671215057,0.00035,62
47,0.028284267522394657,0.07102262228727341,0.00035,62
48,0.03230765089392662,0.0728020966053009,0.00035,62
49,0.029094000346958637,0.07459677755832672,0.00035,62
50,0.03133707866072655,0.07334527373313904,0.00035,62
51,0.027616949751973152,0.07346155494451523,0.00035,62
52,0.03302559442818165,0.07743369042873383,0.00035,62
53,0.029745527543127537,0.07737921923398972,0.00035,62
54,0.03113635629415512,0.07699143141508102,0.000175,62
55,0.03153533674776554,0.07632819563150406,0.000175,62
56,0.026442795991897583,0.07292266190052032,0.000175,62
57,0.03300234489142895,0.06826277077198029,0.000175,62
58,0.0289243059232831,0.0671142190694809,0.000175,62
59,0.02683301642537117,0.06097263842821121,0.000175,62
60,0.024335491470992565,0.057498056441545486,0.000175,62
61,0.030363108031451702,0.055833086371421814,0.000175,62
62,0.029185805469751358,0.056495729833841324,0.000175,62
63,0.028874047100543976,0.05456361174583435,0.000175,62
64,0.02671131305396557,0.05351860076189041,0.000175,62
65,0.02897332701832056,0.05181868374347687,0.000175,62
66,0.028369225561618805,0.05103795602917671,0.000175,62
67,0.027816621586680412,0.05406821891665459,0.000175,62
68,0.029797326773405075,0.05372726172208786,0.000175,62
69,0.026625500060617924,0.05243426933884621,0.000175,62
70,0.031026797369122505,0.05044529587030411,0.000175,62
71,0.02546300459653139,0.050214413553476334,0.000175,62
72,0.031126594170928,0.050998371094465256,0.000175,62
73,0.029578013345599174,0.05212237685918808,0.000175,62
74,0.02925472892820835,0.052680980414152145,0.000175,62
75,0.025708169676363468,0.05327841266989708,0.000175,62
76,0.031249068677425385,0.05659913644194603,0.000175,62
77,0.02742087561637163,0.05694030597805977,0.000175,62
78,0.03088250756263733,0.05424150079488754,0.000175,62
79,0.03493059892207384,0.05236799642443657,0.000175,62
80,0.028615636751055717,0.05083572492003441,0.000175,62
81,0.02744782343506813,0.04964924976229668,0.000175,62
82,0.024534990079700947,0.0500955767929554,0.000175,62
83,0.026512873359024525,0.05227495729923248,0.000175,62
84,0.02884114533662796,0.05505979433655739,0.000175,62
85,0.02476843260228634,0.06039569899439812,0.000175,62
86,0.030743852257728577,0.0631951093673706,0.000175,62
87,0.027612967416644096,0.06181088089942932,0.000175,62
88,0.03161141835153103,0.058677252382040024,0.000175,62
89,0.031008786521852016,0.05383242294192314,0.000175,62
90,0.028473719023168087,0.048024456948041916,0.000175,62
91,0.027176911011338234,0.04941441863775253,0.000175,62
92,0.0363361444324255,0.05286502465605736,0.000175,62
93,0.029871699400246143,0.06045720353722572,0.000175,62
94,0.02946827095001936,0.06419317424297333,0.000175,62
95,0.03123338334262371,0.06806197762489319,0.000175,62
96,0.02479596994817257,0.06465267390012741,0.000175,62
97,0.0312510272487998,0.061083801090717316,0.000175,62
98,0.028061533346772194,0.056476932018995285,0.000175,62
99,0.027815361507236958,0.053772807121276855,0.000175,62
100,0.02795790135860443,0.05567760765552521,0.000175,62
101,0.02647306676954031,0.05747609958052635,8.75e-05,62
102,0.024526111781597137,0.056572768837213516,8.75e-05,62
103,0.023427500389516354,0.05717497318983078,8.75e-05,62
104,0.03238003421574831,0.05721493065357208,8.75e-05,62
105,0.02514583896845579,0.05589202791452408,8.75e-05,62
106,0.029922746121883392,0.053088076412677765,8.75e-05,62
107,0.02663985826075077,0.05136861652135849,8.75e-05,62
108,0.031231128610670567,0.04896968975663185,8.75e-05,62
109,0.03054392710328102,0.045956432819366455,8.75e-05,62
110,0.02856956049799919,0.0431513674557209,8.75e-05,62
111,0.02572898380458355,0.04222925379872322,8.75e-05,62
112,0.024061537347733974,0.04291977360844612,8.75e-05,62
113,0.029698600992560387,0.04536042734980583,8.75e-05,62
114,0.03570232167840004,0.049974292516708374,8.75e-05,62
115,0.03141031786799431,0.05153748765587807,8.75e-05,62
116,0.026553298346698284,0.04997878894209862,8.75e-05,62
117,0.025628497824072838,0.05020257830619812,8.75e-05,62
118,0.023938022553920746,0.050938379019498825,8.75e-05,62
119,0.02326497994363308,0.05281559005379677,8.75e-05,62
120,0.03031561803072691,0.05525383725762367,8.75e-05,62
121,0.036550192162394524,0.057246237993240356,8.75e-05,62
122,0.02691513951867819,0.05623561516404152,4.375e-05,62
123,0.02243878971785307,0.05551393702626228,4.375e-05,62
124,0.02360590733587742,0.055333029478788376,4.375e-05,62
125,0.026244865730404854,0.05576362460851669,4.375e-05,62
126,0.02796450164169073,0.05684998258948326,4.375e-05,62
127,0.028351619839668274,0.05914260447025299,4.375e-05,62
128,0.023445161059498787,0.05880092829465866,4.375e-05,62
129,0.030571295879781246,0.05824226886034012,4.375e-05,62
130,0.021016635932028294,0.05705634132027626,4.375e-05,62
131,0.02630267385393381,0.056997381150722504,4.375e-05,62
132,0.025363199412822723,0.0565154105424881,4.375e-05,62
133,0.028811702504754066,0.054880984127521515,2.1875e-05,62
134,0.026343220844864845,0.054874785244464874,2.1875e-05,62
135,0.027001703158020973,0.05232922360301018,2.1875e-05,62
136,0.026850702241063118,0.0516064316034317,2.1875e-05,62
137,0.024993622675538063,0.052749138325452805,2.1875e-05,62
138,0.02548154443502426,0.053233467042446136,2.1875e-05,62
139,0.02976684272289276,0.05245700851082802,2.1875e-05,62
140,0.021889853291213512,0.05283397063612938,2.1875e-05,62
141,0.022618325427174568,0.05391358211636543,2.1875e-05,62
142,0.029270258732140064,0.05385380983352661,2.1875e-05,62
143,0.029437907971441746,0.05376466363668442,2.1875e-05,62
144,0.02435451280325651,0.0550016351044178,1.09375e-05,62
145,0.025304888375103474,0.05589109659194946,1.09375e-05,62
146,0.02679163869470358,0.05659177899360657,1.09375e-05,62
1,1.0630130767822266,0.9443811774253845,0.0007,72
2,0.4319419115781784,0.7015547156333923,0.0007,72
3,0.16690471023321152,0.501049816608429,0.0007,72
4,0.14824039861559868,0.4826459288597107,0.0007,72
5,0.11007333919405937,0.48671796917915344,0.0007,72
6,0.11748004704713821,0.38688433170318604,0.0007,72
7,0.08410406112670898,0.2900518476963043,0.0007,72
8,0.08554576337337494,0.2385811060667038,0.0007,72
9,0.06444296054542065,0.24042832851409912,0.0007,72
10,0.06539967656135559,0.20280387997627258,0.0007,72
11,0.0646008551120758,0.1419145166873932,0.0007,72
12,0.052596988156437874,0.10493090003728867,0.0007,72
13,0.06025269068777561,0.08741684257984161,0.0007,72
14,0.053763438016176224,0.08207292854785919,0.0007,72
15,0.052470916882157326,0.06716620922088623,0.0007,72
16,0.04829704016447067,0.045962218195199966,0.0007,72
17,0.04571744240820408,0.0420241579413414,0.0007,72
18,0.05539028346538544,0.044907357543706894,0.0007,72
19,0.05492418259382248,0.044601891189813614,0.0007,72
20,0.043513841927051544,0.04315508157014847,0.0007,72
21,0.0398436039686203,0.04823162779211998,0.0007,72
22,0.04536981135606766,0.05112085118889809,0.0007,72
23,0.05193536356091499,0.03852887079119682,0.0007,72
24,0.04551885649561882,0.02695697732269764,0.0007,72
25,0.03918458707630634,0.019721701741218567,0.0007,72
26,0.04601481184363365,0.018314016982913017,0.0007,72
27,0.04857907444238663,0.02818048745393753,0.0007,72
28,0.0409774798899889,0.03867344558238983,0.0007,72
29,0.03878670744597912,0.043393995612859726,0.0007,72
30,0.043236711993813515,0.02536609210073948,0.0007,72
31,0.03598763607442379,0.022254429757595062,0.0007,72
32,0.04080899432301521,0.02500910684466362,0.0007,72
33,0.03695913217961788,0.03540952131152153,0.0007,72
34,0.04232426732778549,0.0361696295440197,0.0007,72
35,0.04196479916572571,0.025197673588991165,0.0007,72
36,0.041161274537444115,0.02263534814119339,0.0007,72
37,0.030393115244805813,0.01731880195438862,0.0007,72
38,0.03405206277966499,0.02244604006409645,0.0007,72
39,0.038591040298342705,0.03027317300438881,0.0007,72
40,0.043259577825665474,0.03259794041514397,0.0007,72
41,0.03235548548400402,0.032357074320316315,0.0007,72
42,0.03896522521972656,0.02143305540084839,0.0007,72
43,0.042283736169338226,0.03478405997157097,0.0007,72
44,0.03309673722833395,0.03462521359324455,0.0007,72
45,0.030609479174017906,0.03207956254482269,0.0007,72
46,0.03500900790095329,0.028109177947044373,0.0007,72
47,0.028890851885080338,0.022999843582510948,0.0007,72
48,0.03051475342363119,0.01802758127450943,0.00035,72
49,0.03262107912451029,0.016382209956645966,0.00035,72
50,0.025051568634808064,0.018161561340093613,0.00035,72
51,0.03324311412870884,0.019577760249376297,0.00035,72
52,0.03161429800093174,0.017909903079271317,0.00035,72
53,0.03250230010598898,0.015280838124454021,0.00035,72
54,0.02898803073912859,0.021270383149385452,0.00035,72
55,0.0341721773147583,0.02823467180132866,0.00035,72
56,0.03591142036020756,0.023722536861896515,0.00035,72
57,0.03190154954791069,0.02146589383482933,0.00035,72
58,0.029068900272250175,0.019323840737342834,0.00035,72
59,0.03172252792865038,0.018183432519435883,0.00035,72
60,0.029763762839138508,0.0177872683852911,0.00035,72
61,0.026661017909646034,0.01964234933257103,0.00035,72
62,0.029198456555604935,0.019962679594755173,0.00035,72
63,0.02725027408450842,0.019107799977064133,0.00035,72
64,0.024822506122291088,0.019344966858625412,0.000175,72
65,0.028292452916502953,0.01821272261440754,0.000175,72
66,0.033905381336808205,0.018065195530653,0.000175,72
67,0.02769532799720764,0.01654595136642456,0.000175,72
68,0.025577389635145664,0.015587248839437962,0.000175,72
69,0.030172085389494896,0.014584029093384743,0.000175,72
70,0.02478490211069584,0.01245033461600542,0.000175,72
71,0.032281617633998394,0.011582937091588974,0.000175,72
72,0.03115785215049982,0.010910282842814922,0.000175,72
73,0.02829928509891033,0.011065538972616196,0.000175,72
74,0.02579023689031601,0.011860561557114124,0.000175,72
75,0.02698420360684395,0.012303419411182404,0.000175,72
76,0.028759571723639965,0.012856402434408665,0.000175,72
77,0.027122681960463524,0.013863293454051018,0.000175,72
78,0.03162169549614191,0.014677866362035275,0.000175,72
79,0.02328974660485983,0.013835757970809937,0.000175,72
80,0.022660099901258945,0.013730005361139774,0.000175,72
81,0.024259336292743683,0.01321472693234682,0.000175,72
82,0.027208887040615082,0.013315499760210514,0.000175,72
83,0.024180978536605835,0.013320217840373516,8.75e-05,72
84,0.03774649277329445,0.012879418209195137,8.75e-05,72
85,0.02799310814589262,0.012299532070755959,8.75e-05,72
86,0.02664288319647312,0.012518534436821938,8.75e-05,72
87,0.023297173902392387,0.013401422649621964,8.75e-05,72
88,0.02297226805239916,0.013400135561823845,8.75e-05,72
89,0.026293892413377762,0.0135769322514534,8.75e-05,72
90,0.025493242777884007,0.01330464519560337,8.75e-05,72
91,0.0308635625988245,0.012928338721394539,8.75e-05,72
92,0.022841976024210453,0.01196976937353611,8.75e-05,72
93,0.02343329507857561,0.010963927954435349,8.75e-05,72
94,0.025734441354870796,0.011061889119446278,4.375e-05,72
95,0.027754832059144974,0.011129041202366352,4.375e-05,72
96,0.03141469042748213,0.01174996793270111,4.375e-05,72
97,0.026591609232127666,0.011584004387259483,4.375e-05,72
98,0.027401810511946678,0.012064125388860703,4.375e-05,72
99,0.03027371969074011,0.012833775952458382,4.375e-05,72
100,0.026349793188273907,0.013750567100942135,4.375e-05,72
101,0.025684498250484467,0.014740691520273685,4.375e-05,72
102,0.02542312629520893,0.01411129254847765,4.375e-05,72
103,0.025362812913954258,0.013960566371679306,4.375e-05,72
104,0.03173494525253773,0.013798767700791359,4.375e-05,72
105,0.0339160542935133,0.013127443380653858,2.1875e-05,72
106,0.028589301742613316,0.012725607492029667,2.1875e-05,72
107,0.027722190134227276,0.0127121452242136,2.1875e-05,72
1,0.9628159403800964,0.6307353973388672,0.0007,82
2,0.23361992090940475,0.4657444357872009,0.0007,82
3,0.16362357139587402,0.3555404245853424,0.0007,82
4,0.15750949829816818,0.30543774366378784,0.0007,82
5,0.1144295372068882,0.30256888270378113,0.0007,82
6,0.09542935341596603,0.3317528963088989,0.0007,82
7,0.08411307632923126,0.29105010628700256,0.0007,82
8,0.07860003784298897,0.2255764752626419,0.0007,82
9,0.0742272138595581,0.16353479027748108,0.0007,82
10,0.07850801199674606,0.14302346110343933,0.0007,82
11,0.05906965769827366,0.15646801888942719,0.0007,82
12,0.09100019372999668,0.13056203722953796,0.0007,82
13,0.06927988678216934,0.09658528864383698,0.0007,82
14,0.06591449305415154,0.09643108397722244,0.0007,82
15,0.06375540606677532,0.10852110385894775,0.0007,82
16,0.04896160028874874,0.11779588460922241,0.0007,82
17,0.04299107939004898,0.1173560693860054,0.0007,82
18,0.0503406822681427,0.11032013595104218,0.0007,82
19,0.0519896075129509,0.11163385212421417,0.0007,82
20,0.041464680805802345,0.10982026904821396,0.0007,82
21,0.05309794656932354,0.11633766442537308,0.0007,82
22,0.04433484934270382,0.12505677342414856,0.0007,82
23,0.05166164971888065,0.13040867447853088,0.0007,82
24,0.03997718542814255,0.11346977204084396,0.0007,82
25,0.043685462325811386,0.08481544256210327,0.0007,82
26,0.04443477466702461,0.07614051550626755,0.0007,82
27,0.03925997391343117,0.07316405326128006,0.0007,82
28,0.045847855508327484,0.07770966738462448,0.0007,82
29,0.040563371032476425,0.08550374954938889,0.0007,82
30,0.04130045138299465,0.07453516125679016,0.0007,82
31,0.04199344106018543,0.053234368562698364,0.0007,82
32,0.044182129204273224,0.0507059209048748,0.0007,82
33,0.03862917982041836,0.06056130677461624,0.0007,82
34,0.039615364745259285,0.06198214367032051,0.0007,82
35,0.0410260371863842,0.05828261375427246,0.0007,82
36,0.04554235190153122,0.05789986997842789,0.0007,82
37,0.04002281464636326,0.05781765282154083,0.0007,82
38,0.034497715532779694,0.055064208805561066,0.0007,82
39,0.04393764212727547,0.04846617206931114,0.0007,82
40,0.035145074129104614,0.05485771968960762,0.0007,82
41,0.027910180389881134,0.07208793610334396,0.0007,82
42,0.03236871212720871,0.0800323411822319,0.0007,82
43,0.0304916026070714,0.0815340131521225,0.0007,82
44,0.033049036748707294,0.06617467850446701,0.0007,82
45,0.03358585201203823,0.04969446361064911,0.0007,82
46,0.03722653165459633,0.05067942664027214,0.0007,82
47,0.039096202701330185,0.061057768762111664,0.0007,82
48,0.03385884873569012,0.06094682961702347,0.0007,82
49,0.03702937811613083,0.04726862162351608,0.0007,82
50,0.04415442794561386,0.046626459807157516,0.0007,82
51,0.028157057240605354,0.0503777340054512,0.0007,82
52,0.03911840356886387,0.050019845366477966,0.0007,82
53,0.038333384320139885,0.03998278081417084,0.0007,82
54,0.03508596681058407,0.03878946974873543,0.0007,82
55,0.04539870470762253,0.04381568357348442,0.0007,82
56,0.03582153096795082,0.056141190230846405,0.0007,82
57,0.04023820534348488,0.07850304245948792,0.0007,82
58,0.03692244365811348,0.06699839979410172,0.0007,82
59,0.03260410577058792,0.04480932280421257,0.0007,82
60,0.039512600749731064,0.04926255717873573,0.0007,82
61,0.039162829518318176,0.05547482147812843,0.0007,82
62,0.036778489127755165,0.0775458961725235,0.0007,82
63,0.030352267436683178,0.0718194842338562,0.0007,82
64,0.030236560851335526,0.05764917656779289,0.0007,82
65,0.03460465371608734,0.06069029122591019,0.00035,82
66,0.032047173008322716,0.06314726918935776,0.00035,82
67,0.031140048056840897,0.05988236516714096,0.00035,82
68,0.03213351592421532,0.057721059769392014,0.00035,82
69,0.02622988633811474,0.05089234933257103,0.00035,82
