,macro_MAPE,Q_MAPE,Re_MAPE,train_seconds,inference_ms_per_trajectory,inference_ms_per_trajectory_repeat_std
mean,1.9774830606701705,3.0192287002639917,0.9357374210763483,2.210749980200012,12.558583858600082,0.42386845800600625
std,0.3574163398879832,0.4898978686765726,0.40211574734381955,0.6649799541395206,0.033060616139017826,0.076877647907981
