model,protocol,variant,target,MAPE,RMSE,R2,n_features,features,seconds
PINN_pred,pointwise,No_Temperature,Re,11.63675401942382,2.5240498725479723,0.3585652064518895,8,"k_exp,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",2.1259140968322754
PINN_pred,pointwise,No_Temperature,macro_avg,9.099653124063856,1.3689199387857838,0.4175901531644585,8,"k_exp,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",2.1259140968322754
PINN_phys,pointwise,No_Temperature,Q,6.205123353810812,0.19831759089343862,0.5496306050802643,8,"k_exp,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",3.7802374362945557
PINN_phys,pointwise,No_Temperature,Re,12.28709392241162,2.608553107908976,0.31489676832703195,8,"k_exp,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",3.7802374362945557
PINN_phys,pointwise,No_Temperature,macro_avg,9.246108638111217,1.4034353494012073,0.4322636867036481,8,"k_exp,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",3.7802374362945557
PINN_pred,pointwise,No_Re0_Rct0,Q,6.593224724124937,0.20719298865025332,0.5084173982620916,7,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0",1.886446237564087
PINN_pred,pointwise,No_Re0_Rct0,Re,15.317107455329971,3.227804029884417,-0.048989084417466744,7,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0",1.886446237564087
PINN_pred,pointwise,No_Re0_Rct0,macro_avg,10.955166089727454,1.7174985092673352,0.22971415692231245,7,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0",1.886446237564087
PINN_phys,pointwise,No_Re0_Rct0,Q,6.289059799403801,0.20636086706143283,0.5123580246192752,7,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0",5.556079864501953
PINN_phys,pointwise,No_Re0_Rct0,Re,16.313903118934622,3.6865514816924168,-0.36835018821959964,7,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0",5.556079864501953
PINN_phys,pointwise,No_Re0_Rct0,macro_avg,11.301481459169212,1.9464561743769249,0.07200391819983776,7,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0",5.556079864501953
PINN_pred,pointwise,No_NearZero,Q,6.512354820831876,0.2048781575724062,0.5193402969123713,6,"k_exp,temperature,c_rate_chg,Q0,Re0,Rct0",3.6315860748291016
PINN_pred,pointwise,No_NearZero,Re,11.019150036129147,2.6458505923843867,0.2951652898139341,6,"k_exp,temperature,c_rate_chg,Q0,Re0,Rct0",3.6315860748291016
PINN_pred,pointwise,No_NearZero,macro_avg,8.76575242848051,1.4253643749783964,0.4072527933631527,6,"k_exp,temperature,c_rate_chg,Q0,Re0,Rct0",3.6315860748291016
PINN_phys,pointwise,No_NearZero,Q,6.857661886674249,0.22268894498416225,0.4321368208978811,6,"k_exp,temperature,c_rate_chg,Q0,Re0,Rct0",3.5116212368011475
PINN_phys,pointwise,No_NearZero,Re,11.95043746582263,2.5605889721199078,0.33985947901268665,6,"k_exp,temperature,c_rate_chg,Q0,Re0,Rct0",3.5116212368011475
PINN_phys,pointwise,No_NearZero,macro_avg,9.40404967624844,1.391638958552035,0.38599814995528386,6,"k_exp,temperature,c_rate_chg,Q0,Re0,Rct0",3.5116212368011475
PINN_pred,pointwise,No_Re0,Q,6.102193659905257,0.1990781330717663,0.5461696745026001,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Rct0",2.4564335346221924
PINN_pred,pointwise,No_Re0,Re,12.442489566741596,2.687787926557331,0.27264463318927445,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Rct0",2.4564335346221924
PINN_pred,pointwise,No_Re0,macro_avg,9.272341613323427,1.4434330298145486,0.4094071538459373,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Rct0",2.4564335346221924
PINN_phys,pointwise,No_Re0,Q,6.944503636692864,0.22635607894322393,0.4132802352978755,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Rct0",3.863241672515869
PINN_phys,pointwise,No_Re0,Re,12.168240211789428,2.716070756652621,0.2572565864095754,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Rct0",3.863241672515869
PINN_phys,pointwise,No_Re0,macro_avg,9.556371924241146,1.4712134177979226,0.33526841085372544,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Rct0",3.863241672515869
PINN_pred,pointwise,No_Rct0,Q,5.9406836451839125,0.18990644803016218,0.5870230469322895,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0",2.2680673599243164
PINN_pred,pointwise,No_Rct0,Re,13.06650313767745,2.7340754887950753,0.24737671093468616,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0",2.2680673599243164
PINN_pred,pointwise,No_Rct0,macro_avg,9.503593391430682,1.4619909684126187,0.4171998789334878,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0",2.2680673599243164
PINN_phys,pointwise,No_Rct0,Q,6.685434946580858,0.21240979456044407,0.48335114442249205,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0",3.8178648948669434
PINN_phys,pointwise,No_Rct0,Re,12.01484766861802,2.6093788000437432,0.31446298465059197,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0",3.8178648948669434
PINN_phys,pointwise,No_Rct0,macro_avg,9.350141307599438,1.4108942973020937,0.398907064536542,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Q0,Re0",3.8178648948669434
PINN_pred,pointwise,No_Q0,Q,6.6004937105251615,0.21569397978363825,0.46725124757820546,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Re0,Rct0",2.3326518535614014
PINN_pred,pointwise,No_Q0,Re,10.248382037567374,2.3294586941722684,0.45365537093378794,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Re0,Rct0",2.3326518535614014
PINN_pred,pointwise,No_Q0,macro_avg,8.424437874046268,1.2725763369779532,0.4604533092559967,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Re0,Rct0",2.3326518535614014
PINN_phys,pointwise,No_Q0,Q,6.021718342201782,0.19863039695569976,0.548208750569946,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Re0,Rct0",3.6513218879699707
