model,protocol,variant,target,MAPE,RMSE,R2,n_features,features,seconds
PINN_phys,pointwise,No_Q0,Re,10.476527946823545,2.3511686425284823,0.4434243374694349,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Re0,Rct0",3.6513218879699707
PINN_phys,pointwise,No_Q0,macro_avg,8.249123144512664,1.2748995197420911,0.49581654401969044,8,"k_exp,temperature,c_rate_chg,c_rate_dischg,soc_window,age_type,Re0,Rct0",3.6513218879699707
PINN_pred,pointwise,No_c_rate_chg,Q,5.678394704744958,0.1967795247196302,0.5565892595789343,8,"k_exp,temperature,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",2.219377040863037
PINN_pred,pointwise,No_c_rate_chg,Re,11.065904954138098,2.4589200279211094,0.39124091066231614,8,"k_exp,temperature,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",2.219377040863037
PINN_pred,pointwise,No_c_rate_chg,macro_avg,8.372149829441529,1.3278497763203698,0.47391508512062525,8,"k_exp,temperature,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",2.219377040863037
PINN_phys,pointwise,No_c_rate_chg,Q,6.334269471154331,0.21317343104851316,0.47962964832863175,8,"k_exp,temperature,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",3.5171563625335693
PINN_phys,pointwise,No_c_rate_chg,Re,10.853600382029155,2.482957640042391,0.37928066875739874,8,"k_exp,temperature,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",3.5171563625335693
PINN_phys,pointwise,No_c_rate_chg,macro_avg,8.593934926591743,1.348065535545452,0.42945515854301525,8,"k_exp,temperature,c_rate_dischg,soc_window,age_type,Q0,Re0,Rct0",3.5171563625335693
PINN_pred,pointwise,k_Re0,Q,6.699181684595147,0.20989913892068843,0.4954924058824811,2,"k_exp,Re0",3.1425373554229736
PINN_pred,pointwise,k_Re0,Re,10.826192455114668,2.4128605507815823,0.41383336293399664,2,"k_exp,Re0",3.1425373554229736
PINN_pred,pointwise,k_Re0,macro_avg,8.762687069854907,1.3113798448511353,0.4546628844082389,2,"k_exp,Re0",3.1425373554229736
PINN_phys,pointwise,k_Re0,Q,7.084679640510188,0.21982105869206955,0.44666902253544216,2,"k_exp,Re0",3.9354779720306396
PINN_phys,pointwise,k_Re0,Re,10.664347915007218,2.3408509747188115,0.44829847759452346,2,"k_exp,Re0",3.9354779720306396
PINN_phys,pointwise,k_Re0,macro_avg,8.874513777758704,1.2803360167054405,0.4474837500649828,2,"k_exp,Re0",3.9354779720306396
PINN_pred,pointwise,k_Re0_Q0,Q,7.2872295357544274,0.23407137355510577,0.372602185986068,3,"k_exp,Re0,Q0",2.604482889175415
PINN_pred,pointwise,k_Re0_Q0,Re,10.795546227178049,2.393002498380243,0.42344206423953756,3,"k_exp,Re0,Q0",2.604482889175415
PINN_pred,pointwise,k_Re0_Q0,macro_avg,9.041387881466239,1.3135369359676743,0.39802212511280277,3,"k_exp,Re0,Q0",2.604482889175415
PINN_phys,pointwise,k_Re0_Q0,Q,7.357140439752483,0.22709951323412547,0.40941991140227596,3,"k_exp,Re0,Q0",3.844106912612915
PINN_phys,pointwise,k_Re0_Q0,Re,10.707093395433981,2.4273125547648533,0.4067905586965692,3,"k_exp,Re0,Q0",3.844106912612915
PINN_phys,pointwise,k_Re0_Q0,macro_avg,9.032116917593232,1.3272060339994893,0.4081052350494226,3,"k_exp,Re0,Q0",3.844106912612915
PINN_pred,pointwise,k_Re0_Rct0_Q0,Q,7.375707597007734,0.2326643809828508,0.3801220375871206,4,"k_exp,Re0,Rct0,Q0",2.4880728721618652
PINN_pred,pointwise,k_Re0_Rct0_Q0,Re,11.267008662441217,2.4429462292842157,0.3991245421120868,4,"k_exp,Re0,Rct0,Q0",2.4880728721618652
PINN_pred,pointwise,k_Re0_Rct0_Q0,macro_avg,9.321358129724477,1.3378053051335332,0.3896232898496037,4,"k_exp,Re0,Rct0,Q0",2.4880728721618652
PINN_phys,pointwise,k_Re0_Rct0_Q0,Q,6.588623071668227,0.2080854560126702,0.5041733713795091,4,"k_exp,Re0,Rct0,Q0",3.291933536529541
PINN_phys,pointwise,k_Re0_Rct0_Q0,Re,11.873478449435776,2.5151271852085757,0.36309222155395104,4,"k_exp,Re0,Rct0,Q0",3.291933536529541
PINN_phys,pointwise,k_Re0_Rct0_Q0,macro_avg,9.231050760552002,1.361606320610623,0.4336327964667301,4,"k_exp,Re0,Rct0,Q0",3.291933536529541
PINN_pred,pointwise,PINNfeat_k_Re0_Q0_EaStress,Q,7.396082583473889,0.23520809187046046,0.36649373909301963,5,"k_exp,Re0,Q0,stress,Ea_kJ_mol_mean",2.487611770629883
PINN_pred,pointwise,PINNfeat_k_Re0_Q0_EaStress,Re,9.036208281028788,2.0798316144696054,0.5644750887605726,5,"k_exp,Re0,Q0,stress,Ea_kJ_mol_mean",2.487611770629883
PINN_pred,pointwise,PINNfeat_k_Re0_Q0_EaStress,macro_avg,8.216145432251338,1.157519853170033,0.4654844139267961,5,"k_exp,Re0,Q0,stress,Ea_kJ_mol_mean",2.487611770629883
PINN_phys,pointwise,PINNfeat_k_Re0_Q0_EaStress,Q,8.357496150848712,0.2577726075871599,0.239113421410295,5,"k_exp,Re0,Q0,stress,Ea_kJ_mol_mean",3.254765033721924
PINN_phys,pointwise,PINNfeat_k_Re0_Q0_EaStress,Re,8.264862340923395,2.0661196782547306,0.5701988252321838,5,"k_exp,Re0,Q0,stress,Ea_kJ_mol_mean",3.254765033721924
PINN_phys,pointwise,PINNfeat_k_Re0_Q0_EaStress,macro_avg,8.311179245886054,1.1619461429209452,0.4046561233212394,5,"k_exp,Re0,Q0,stress,Ea_kJ_mol_mean",3.254765033721924
PINN_pred,pointwise,PINNfeat_k_Re0_Rct0_Q0_EaStress,Q,7.668215549791651,0.24464903764107118,0.3146168590900349,6,"k_exp,Re0,Rct0,Q0,stress,Ea_kJ_mol_mean",2.6498517990112305
PINN_pred,pointwise,PINNfeat_k_Re0_Rct0_Q0_EaStress,Re,9.00821799606007,2.1666734954677045,0.5273457236747938,6,"k_exp,Re0,Rct0,Q0,stress,Ea_kJ_mol_mean",2.6498517990112305
PINN_pred,pointwise,PINNfeat_k_Re0_Rct0_Q0_EaStress,macro_avg,8.338216772925861,1.2056612665543878,0.42098129138241436,6,"k_exp,Re0,Rct0,Q0,stress,Ea_kJ_mol_mean",2.6498517990112305
PINN_phys,pointwise,PINNfeat_k_Re0_Rct0_Q0_EaStress,Q,6.358084633801485,0.2081430039438291,0.5038990827014023,6,"k_exp,Re0,Rct0,Q0,stress,Ea_kJ_mol_mean",3.155041456222534
PINN_phys,pointwise,PINNfeat_k_Re0_Rct0_Q0_EaStress,Re,8.04322607740882,2.046652023255736,0.5782601217103494,6,"k_exp,Re0,Rct0,Q0,stress,Ea_kJ_mol_mean",3.155041456222534
PINN_phys,pointwise,PINNfeat_k_Re0_Rct0_Q0_EaStress,macro_avg,7.200655355605152,1.1273975135997825,0.5410796022058758,6,"k_exp,Re0,Rct0,Q0,stress,Ea_kJ_mol_mean",3.155041456222534
PINN_pred,pointwise,PINNfeat_no_Ea,Q,7.486353454347191,0.23624790195193607,0.3608801375973101,5,"k_exp,Re0,Rct0,Q0,stress",2.221958637237549
PINN_pred,pointwise,PINNfeat_no_Ea,Re,9.505077940985238,2.159200201493517,0.5306006604078575,5,"k_exp,Re0,Rct0,Q0,stress",2.221958637237549
PINN_pred,pointwise,PINNfeat_no_Ea,macro_avg,8.495715697666215,1.1977240517227266,0.4457403990025838,5,"k_exp,Re0,Rct0,Q0,stress",2.221958637237549
PINN_phys,pointwise,PINNfeat_no_Ea,Q,7.933947234521953,0.24403391613346403,0.31805904637862936,5,"k_exp,Re0,Rct0,Q0,stress",3.5091960430145264
PINN_phys,pointwise,PINNfeat_no_Ea,Re,9.54496247070352,2.1476953431263333,0.5355895313078372,5,"k_exp,Re0,Rct0,Q0,stress",3.5091960430145264
PINN_phys,pointwise,PINNfeat_no_Ea,macro_avg,8.739454852612736,1.1958646296298987,0.42682428884323326,5,"k_exp,Re0,Rct0,Q0,stress",3.5091960430145264
PINN_pred,pointwise,PINNfeat_no_stress,Q,8.903450452241973,0.28180621755852087,0.09061552516811033,5,"k_exp,Re0,Rct0,Q0,Ea_kJ_mol_mean",3.3763368129730225
PINN_pred,pointwise,PINNfeat_no_stress,Re,8.954161919946968,2.3098471213668454,0.46281593204054317,5,"k_exp,Re0,Rct0,Q0,Ea_kJ_mol_mean",3.3763368129730225
PINN_pred,pointwise,PINNfeat_no_stress,macro_avg,8.92880618609447,1.2958266694626832,0.27671572860432675,5,"k_exp,Re0,Rct0,Q0,Ea_kJ_mol_mean",3.3763368129730225
PINN_phys,pointwise,PINNfeat_no_stress,Q,7.22258852474464,0.23027217827560242,0.39280339815368737,5,"k_exp,Re0,Rct0,Q0,Ea_kJ_mol_mean",4.304346799850464
PINN_phys,pointwise,PINNfeat_no_stress,Re,8.394730432526263,2.2384094763330786,0.49552956206578846,5,"k_exp,Re0,Rct0,Q0,Ea_kJ_mol_mean",4.304346799850464
PINN_phys,pointwise,PINNfeat_no_stress,macro_avg,7.808659478635452,1.2343408273043406,0.4441664801097379,5,"k_exp,Re0,Rct0,Q0,Ea_kJ_mol_mean",4.304346799850464
