model,seed,validation_macro_MAPE,Q_MAPE,Q_RMSE,Q_R2,Re_MAPE,Re_RMSE,Re_R2,macro_MAPE,parameters,train_seconds,inference_ms_per_trajectory,n_eval_rows,n_eval_cells
Mamba_full9_rollout_tuned,42,3.3269641426467373,3.7778740114411127,0.1610238554144264,0.6504514653569304,1.6360218986709536,0.35796031350173224,0.9556598933408672,2.706947955056033,70722,10.111166291000018,13.91665660006538,76,10
Mamba_full9_rollout_tuned,52,2.454445605069913,4.371427270366374,0.18486144583342057,0.5392983846005122,1.5864735024695746,0.3896915112399886,0.9474504664992404,2.9789503864179743,70722,11.634613990000048,13.939266700026565,76,10
Mamba_full9_rollout_tuned,62,2.6632788937995984,4.11455780223098,0.14814755927912732,0.704119702940813,1.489937281665928,0.4206825692534221,0.9387598833573618,2.802247541948454,70722,10.583441517999972,13.365192400010528,76,10
Mamba_full9_rollout_tuned,72,2.7321127135919347,4.7593335787220745,0.16601289273053968,0.6284556354651685,1.2158634172017802,0.33315512700753913,0.9615921518279315,2.9875984979619274,70722,11.851142553999921,13.69655779999448,76,10
Mamba_full9_rollout_tuned,82,2.7627708528446395,4.93881377513496,0.1781762023158144,0.5720170771575097,1.5622110989047393,0.3602739306358027,0.9550848711917043,3.2505124370198497,70722,16.010699406999947,14.70647079996752,76,10
