model,mean_macro_MAPE,std_macro_MAPE,mean_Q_MAPE,std_Q_MAPE,mean_Re_MAPE,std_Re_MAPE,parameters,mean_train_seconds,mean_inference_ms_per_trajectory
Mamba_full9_rollout_tuned,2.9452513636808475,0.20817770918353182,4.3924012875791005,0.4712978351601092,1.4981014397825951,0.16633300762654338,70722,12.038212751999982,13.924828860012894
