variant,mean_macro_MAPE,std_macro_MAPE,mean_Q_MAPE,std_Q_MAPE,mean_Re_MAPE,std_Re_MAPE,mean_train_seconds,mean_inference_ms_per_trajectory,paired_delta_mean_pp,paired_delta_std_pp,paired_wilcoxon_p
base4,2.5871532648174544,0.34137686100746595,3.3601040516647664,0.43560459041713395,1.814202477970142,0.6412802861644145,24.722824660001788,14.369098996685352,0.6226977191044452,0.45270867625445593,0.001953125
base4_plus_stress,3.209850983921899,0.43430539674162677,3.6553413052704196,0.4693567365625277,2.7643606625733796,0.5078490186857094,21.474396229992273,14.219949997204822,0.6226977191044452,0.45270867625445593,0.001953125
