candidate_id,mape_mean,mape_std,latency_mean,latency_std,n
L10_D128_N2_H15_LR0.00070000,1.9552333252884282,0.4540581572837129,0.4192708730697632,0.0060279462931060275,10
L10_D192_N3_H10_LR0.00100000,1.5500621949955184,0.25994752915208064,0.7415679979324341,0.003483196918424585,10
L10_D64_N1_H3_LR0.00070000,3.26328167230459,0.46488447267611543,0.39958336114883425,0.012835873871761293,10
L15_D64_N2_H10_LR0.00120000,1.7543180073496014,0.26197994999845636,0.42638622999191284,0.012103120736236263,10
L15_D96_N1_H5_LR0.00051649,2.0659862761855123,0.2126492764056898,0.40672879695892333,0.026332511527899685,10
L20_D160_N3_H5_LR0.00020000,2.4366341919491776,0.2613700228514139,0.7057748794555664,0.0012358229671303406,10
L20_D192_N2_H8_LR0.00100000,1.8283455478594703,0.5163923057340026,0.7025924730300903,0.003301932138614343,10
L20_D96_N1_H3_LR0.00042092,2.6650711489567738,0.22461434167072425,0.4147769594192505,0.01335278001211096,10
